0.0004 0.99
0.0008 0.99
0.0016 0.98
0.0032 0.96
0.0064 0.93
0.0128 0.86
0.0192 0.8
0.0256 0.75
0.0384 0.64
0.0512 0.54
0.06 0.48
0.07 0.43
0.08 0.37
0.09 0.33
0.1 0.29
0.12 0.23
0.13 0.19
0.15 0.15
0.16 0.13
